"LoincNumber","priority","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property","loinc.part.name","obo.uri","obo.label","rank","justification"
"30088-9",4,"Horse hair+Horse dander IgE Ab [Units/volume] in Serum","LP28444-5","Horse","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Horse","http://purl.obolibrary.org/obo/FOODON_03411229","",NA,"BioPortal mapping"
"30089-7",4,"Transitional cells [#/area] in Urine sediment by Microscopy high power field","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"30152-3",4,"Mannose-binding protein [Mass/volume] in Serum","LP62205-7","Mannose","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Mannose","http://purl.obolibrary.org/obo/CHEBI_37684","mannose",NA,"LOINC provided mappings"
"30152-3",4,"Mannose-binding protein [Mass/volume] in Serum","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"30153-1",4,"Streptococcus pneumoniae Danish serotype 9V IgG Ab [Mass/volume] in Serum","LP14410-2","Streptococcus pneumoniae","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Streptococcus pneumoniae","http://purl.obolibrary.org/obo/NCBITaxon_1313","Streptococcus pneumoniae",NA,"LOINC provided mappings"
"30166-3",4,"Thyroid stimulating immunoglobulins actual/normal in Serum","LP32941-4","Thyroid","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Thyroid","http://purl.obolibrary.org/obo/CHEBI_9584","",NA,"BioPortal mapping"
"30167-1",4,"Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Cervix by Probe with signal amplification","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"30167-1",4,"Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Cervix by Probe with signal amplification","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"30192-9",4,"Acetylcholine receptor modulation Ab/Acetylcholine Ab.total in Serum","LP17722-7","Acetylcholine receptor","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Acetylcholine receptor","http://purl.org/sig/ont/fma/fma67251","",NA,"BioPortal mapping"
"30192-9",4,"Acetylcholine receptor modulation Ab/Acetylcholine Ab.total in Serum","LP15314-5","Acetylcholine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Acetylcholine","http://purl.obolibrary.org/obo/CHEBI_15355","acetylcholine",NA,"LOINC provided mappings"
"30195-2",4,"Fatty acids.very long chain C24:0 (Tetracosanoate) [Moles/volume] in Serum or Plasma","LP14488-8","Fatty acids","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids","http://purl.obolibrary.org/obo/CHEBI_35366","fatty acid",NA,"LOINC provided mappings"
"30195-2",4,"Fatty acids.very long chain C24:0 (Tetracosanoate) [Moles/volume] in Serum or Plasma","LP18035-3","Fatty acids.very long chain","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids.very long chain","http://purl.obolibrary.org/obo/CHEBI_27283","very long-chain fatty acid",NA,"LOINC provided mappings"
"30196-0",4,"Fatty acids.very long chain C24:0 (Tetracosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma","LP18035-3","Fatty acids.very long chain","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids.very long chain","http://purl.obolibrary.org/obo/CHEBI_27283","very long-chain fatty acid",NA,"LOINC provided mappings"
"30196-0",4,"Fatty acids.very long chain C24:0 (Tetracosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma","LP14488-8","Fatty acids","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids","http://purl.obolibrary.org/obo/CHEBI_35366","fatty acid",NA,"LOINC provided mappings"
"30197-8",4,"Fatty acids.very long chain C26:0 (Hexacosanoate) [Moles/volume] in Serum or Plasma","LP18035-3","Fatty acids.very long chain","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids.very long chain","http://purl.obolibrary.org/obo/CHEBI_27283","very long-chain fatty acid",NA,"LOINC provided mappings"
"30197-8",4,"Fatty acids.very long chain C26:0 (Hexacosanoate) [Moles/volume] in Serum or Plasma","LP14488-8","Fatty acids","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids","http://purl.obolibrary.org/obo/CHEBI_35366","fatty acid",NA,"LOINC provided mappings"
"30198-6",4,"Fatty acids.very long chain C26:0 (Hexacosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma","LP18035-3","Fatty acids.very long chain","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids.very long chain","http://purl.obolibrary.org/obo/CHEBI_27283","very long-chain fatty acid",NA,"LOINC provided mappings"
"30198-6",4,"Fatty acids.very long chain C26:0 (Hexacosanoate)/C22:0 (Docosanoate) [Molar ratio] in Serum or Plasma","LP14488-8","Fatty acids","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Fatty acids","http://purl.obolibrary.org/obo/CHEBI_35366","fatty acid",NA,"LOINC provided mappings"
"3022-1",4,"Deprecated Thyroxine free index in Serum or Plasma","LP15900-1","Thyroxine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Thyroxine","http://purl.obolibrary.org/obo/CHEBI_30660","thyroxine",NA,"LOINC provided mappings"
"3022-1",4,"Deprecated Thyroxine free index in Serum or Plasma","LP29119-2","Thyroxine.free","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Thyroxine.free","http://purl.obolibrary.org/obo/CHEBI_30660","thyroxine",NA,"LOINC provided mappings"
"30230-7",4,"Segmented neutrophils/100 leukocytes in Body fluid by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"30230-7",4,"Segmented neutrophils/100 leukocytes in Body fluid by Manual count","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"30323-0",4,"aPTT.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma","LP14596-8","Plasma","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Plasma","http://purl.obolibrary.org/obo/MA_0002501","",NA,"BioPortal mapping"
"30341-2",4,"Erythrocyte sedimentation rate","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"30392-5",4,"Nucleated erythrocytes [#/volume] in Blood","LP14304-7","Erythrocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","erythrocyte",0,"ols text search exact matches"
"30450-1",4,"Neutrophils.hypersegmented/100 leukocytes in Blood","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"30450-1",4,"Neutrophils.hypersegmented/100 leukocytes in Blood","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"30451-9",4,"Segmented neutrophils [#/volume] in Blood","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"30453-5",4,"Segmented neutrophils/100 leukocytes in Body fluid","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"30453-5",4,"Segmented neutrophils/100 leukocytes in Body fluid","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"3050-2",4,"Triiodothyronine resin uptake (T3RU) in Serum or Plasma","LP15922-5","Triiodothyronine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Triiodothyronine","http://purl.obolibrary.org/obo/CHEBI_18258","3,3',5-triiodo-L-thyronine",NA,"LOINC provided mappings"
"30567-2",4,"Thyroid stimulating immunoglobulins [Units/volume] in Serum","LP32941-4","Thyroid","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Thyroid","http://purl.obolibrary.org/obo/CHEBI_9584","",NA,"BioPortal mapping"
"30903-9",4,"Neutrophil oxidative burst [Presence] in Blood by Flow cytometry (FC)","LP16686-5","Neutrophil","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Neutrophil","http://purl.obolibrary.org/obo/CL_0000775","",NA,"BioPortal mapping"
"30911-2",4,"DNA ploidy [Identifier] in Unspecified specimen by Flow cytometry (FC) Nominal","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"3093-2",4,"Urea nitrogen [Mass/volume] in Body fluid","LP15746-8","Nitrogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Nitrogen","http://purl.obolibrary.org/obo/CHEBI_25555","nitrogen atom",NA,"LOINC provided mappings"
"3093-2",4,"Urea nitrogen [Mass/volume] in Body fluid","LP14288-2","Urea","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Urea","http://purl.obolibrary.org/obo/CHEBI_16199","urea",NA,"LOINC provided mappings"
"3094-0",4,"Urea nitrogen [Mass/volume] in Serum or Plasma","LP14288-2","Urea","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Urea","http://purl.obolibrary.org/obo/CHEBI_16199","urea",NA,"LOINC provided mappings"
"3094-0",4,"Urea nitrogen [Mass/volume] in Serum or Plasma","LP15746-8","Nitrogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Nitrogen","http://purl.obolibrary.org/obo/CHEBI_25555","nitrogen atom",NA,"LOINC provided mappings"
"3096-5",4,"Urea nitrogen [Mass/time] in 24 hour Urine","LP15746-8","Nitrogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Nitrogen","http://purl.obolibrary.org/obo/CHEBI_25555","nitrogen atom",NA,"LOINC provided mappings"
"3096-5",4,"Urea nitrogen [Mass/time] in 24 hour Urine","LP14288-2","Urea","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Urea","http://purl.obolibrary.org/obo/CHEBI_16199","urea",NA,"LOINC provided mappings"
"3097-3",4,"Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma","LP14288-2","Urea","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Urea","http://purl.obolibrary.org/obo/CHEBI_16199","urea",NA,"LOINC provided mappings"
"3097-3",4,"Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma","LP14355-9","Creatinine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Creatinine","http://purl.obolibrary.org/obo/CHEBI_16737","creatinine",NA,"LOINC provided mappings"
"3097-3",4,"Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma","LP15746-8","Nitrogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Nitrogen","http://purl.obolibrary.org/obo/CHEBI_25555","nitrogen atom",NA,"LOINC provided mappings"
"31017-7",4,"Tissue transglutaminase IgA Ab [Units/volume] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"31024-3",4,"Voltage-gated calcium channel Ab [Moles/volume] in Serum","LP15257-6","Calcium","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Calcium","http://purl.obolibrary.org/obo/CHEBI_22984","calcium atom",NA,"LOINC provided mappings"
"31161-3",4,"Epidermal Allergen Mix 73 (Chicken feather+Duck feather+Goose feather+Parrot feather) IgE Ab [Units/volume] in Serum by Multidisk","LP31644-5","Duck","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Duck","http://purl.bioontology.org/ontology/NCBITAXON/8835","",NA,"BioPortal mapping"
"31161-3",4,"Epidermal Allergen Mix 73 (Chicken feather+Duck feather+Goose feather+Parrot feather) IgE Ab [Units/volume] in Serum by Multidisk","LP18708-5","Parrot","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Parrot","http://purl.obolibrary.org/obo/FOODON_00002726","",NA,"BioPortal mapping"
"31161-3",4,"Epidermal Allergen Mix 73 (Chicken feather+Duck feather+Goose feather+Parrot feather) IgE Ab [Units/volume] in Serum by Multidisk","LP31645-2","Goose","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Goose","http://purl.obolibrary.org/obo/FOODON_03411253","",NA,"BioPortal mapping"
"31161-3",4,"Epidermal Allergen Mix 73 (Chicken feather+Duck feather+Goose feather+Parrot feather) IgE Ab [Units/volume] in Serum by Multidisk","LP14220-5","Chicken","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Chicken","http://purl.obolibrary.org/obo/FOODON_03411457","",NA,"BioPortal mapping"
"31183-7",4,"Deprecated Streptococcus pneumoniae 5 IgG Ab [Mass/volume] in Serum","LP14410-2","Streptococcus pneumoniae","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Streptococcus pneumoniae","http://purl.obolibrary.org/obo/NCBITaxon_1313","Streptococcus pneumoniae",NA,"LOINC provided mappings"
"31204-1",4,"Hepatitis B virus core IgM Ab [Presence] in Serum","LP14306-2","Hepatitis B virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hepatitis B virus","http://purl.obolibrary.org/obo/NCBITaxon_10407","Hepatitis B virus",NA,"LOINC provided mappings"
"31204-1",4,"Hepatitis B virus core IgM Ab [Presence] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"31369-2",4,"Epstein Barr virus capsid IgA Ab [Units/volume] in Serum","LP14383-1","Epstein Barr virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Epstein Barr virus","http://purl.obolibrary.org/obo/NCBITaxon_10376","Human gammaherpesvirus 4",NA,"LOINC provided mappings"
"31369-2",4,"Epstein Barr virus capsid IgA Ab [Units/volume] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"31369-2",4,"Epstein Barr virus capsid IgA Ab [Units/volume] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"31372-6",4,"Epstein Barr virus nuclear Ab [Units/volume] in Serum","LP14383-1","Epstein Barr virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Epstein Barr virus","http://purl.obolibrary.org/obo/NCBITaxon_10376","Human gammaherpesvirus 4",NA,"LOINC provided mappings"
"31372-6",4,"Epstein Barr virus nuclear Ab [Units/volume] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"3150-0",4,"Inhaled oxygen concentration","LP14536-4","Oxygen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Oxygen","http://purl.obolibrary.org/obo/CHEBI_25805","oxygen atom",NA,"LOINC provided mappings"
"3151-8",4,"Inhaled oxygen flow rate","LP14536-4","Oxygen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Oxygen","http://purl.obolibrary.org/obo/CHEBI_25805","oxygen atom",NA,"LOINC provided mappings"
"31674-5",4,"Ganglioside GQ1b Ab [Units/volume] in Serum","LP66701-1","Ganglioside","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Ganglioside","http://purl.obolibrary.org/obo/CHEBI_28892","",NA,"BioPortal mapping"
