"FK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","""COUNT(1)"""
226083,Misc Specimen (100),Misc Specimen (100) (prompt),,261
11912370,CARBOHYDRATE ANTIGEN 19-9 (CIS BIO),CARBOHYDRATE ANTIGEN 19-9 (CIS BIO) (Q),,261
4857286,Cold AB PAH Interp,Cold Antibody PAH Interpretation,,261
11919069,CYSTATIN C,CYSTATIN C (LC),,261
11916688,"BETA GLOBULIN, U","BETA GLOBULIN, U (LC)",,261
228555,Collection Type/Site.,MCODES_Collection Type/Site PAH Result,,261
171915,CEFAZOLIN,C CEFAZOLIN,,261
239504,Foot 1-2 views,Foot 1-2 views PAH,,261
11921040,DIFFERENTIAL COMMENT,DIFFERENTIAL COMMENT (LC),,261
4862198,CA 125 PAH,CA 125 PAH,"10334-1",261
4862321,Cre Mag Mg/dL,Creat Mg/dL Magnesuim,"20624-3",260
4861809,Ornithine,Ornithine,"20652-4",260
176041,"TTG ANTIBODY, IGG","Q TTG ANTIBODY, IGG","32998-7",260
12348016,"Hepatitis E Quant, IU/mL","Hepatitis E Quant, IU/mL",,260
9301009,HPVG Source,HPVG Source,"31208-2",260
9299009,HPV Genotype 18/45 by TMA,HPV Genotype 18/45 by TMA,"59264-2",260
160610,SXT,C SXT,,260
239279,CT L-Spine Unenh by 3D Reconst/Neuro HUP,CT L-Spine Unenh by 3D Reconst/Neuro HUP,,260
12347018,"Hepatitis E Quant, Log IU/mL","Hepatitis E Quant, Log IU/mL",,260
12348017,"Hepatitis E Quant, Source","Hepatitis E Quant, Source",,260
12350020,"Hepatitis E Quant, Interp","Hepatitis E Quant, Interp",,260
11920180,ALBUMIN GLOBULIN RATIO,A/G RATIO (LC),,260
230506,Anti-Glomerular Basement Membrane,MCODES_Anti-Glomerular Basement Membrane,,259
4857514,Glutamine,Glutamine,"20643-3",259
1414129,Q SEROTYPE 19 (19F),Q SEROTYPE 19 (19F),,259
4858647,Isoleucine,Isoleucine,"20648-2",259
4858701,Lysine,Lysine,"20650-8",259
4859723,Methionine,Methionine,"20651-6",259
4861515,Glycine,Glycine,"20644-1",259
4862514,gluta acid,glutamic acid,"20642-5",259
4855107,Arginine,Arginine,"20637-5",259
4865172,Taurine,Taurine,"20657-3",259
560002,"EBV DNA, QUANT INTERP","EBV DNA,QUANT INTERP","59464-8",259
4856938,Proline,Proline,"20655-7",259
4857685,Leucine,Leucine,"20649-0",259
18329005,UPHS CV LLVI GSV KNEE,UPHS CV LLVI GSV KNEE,,259
1413131,Q SEROTYPE 23 (23F),Q SEROTYPE 23 (23F),,259
1414127,Q SEROTYPE 14 (14),Q SEROTYPE 14 (14),,259
4870282,Valine,Valine,"20661-5",259
11917740,ZONISAMIDE,ZONISAMIDE (LC),,259
171942,. LTX REPORT,. LTX REPORT,,259
1407127,Q SEROTYPE 3 (3),Q SEROTYPE 3 (3),,259
11924649,REFLEX TIQ,REFLEX TIQ (Q),,259
4858269,Chylomicron BF,"Chylomicron Screen, Body Fluid","33009-2",259
4870031,Serine,Serine,"20656-5",259
1413128,Q SEROTYPE 1 (1),Q SEROTYPE 1 (1),,259
4858562,Histidine,Histidine,"20645-8",259
4856067,Alanine,Alanine,"20636-7",259
1411129,Q SEROTYPE 51 (7F),Q SEROTYPE 51 (7F),,259
171489,SQUAMOUS EPITHELIAL,SQUAMOUS EPITHELIAL CELLS,,258
9302010,HPV Genotype 16 by TMA,HPV Genotype 16 by TMA,"59263-4",258
6880011,MEDMATCH PROPOXYPHENE,Q MEDMATCH PROPOXYP*,,258
166936,SAMPLE FOR LCORT,SAMPLE FOR LCORT,,258
231706,MR Angio Chest w & w/o Combined,MR Angio Chest w & w/o Combined,,258
11924810,FUNCTIONAL ANTITHROM,ANTITHROMBIN ACTIVITY (LC),,258
4864202,T Pallidum Ab,Treponema Pallidum Antibody,"5393-4",258
4867184,Threonine,Threonine,"20658-1",258
11911463,IRON BINDING CAPACITY,IRON BINDING CAPACITY (Q),,258
11914061,HEPATITIS B SURFACE ANTIGEN,HEPATITIS B SURFACE ANTIGEN (Q),,258
11919585,DEOXYCHOLIC ACID,DEOXYCHOLIC ACIDS (LC),,257
11923590,CHENODEOXYCHOLIC ACID,CHENODEOXYCHOLIC ACIDS (LC),,257
11925588,"BILE ACIDS, TOTAL",TOTAL BILE ACIDS (LC),,257
228663,Time Drawn (Pb).,Time Drawn (Pb) PAH,,257
11921586,URSODEOXYCHOLIC ACID,URSODEOXYCHOLIC ACIDS (LC),,257
11920587,CHOLIC ACID,CHOLIC ACIDS (LC),,257
171790,"Q HEMOGLOBIN F, AMN. FLUID","FETAL HGB, AF","28067-7",256
17596006,"4K Order Discussed with Patient","4K Order Discussed with Patient",,256
4861662,Laldos Sample,Laldos Sample,,256
720003,STREP PNEUMO INTERP,C STREP PNEUMO INTERP,"42771-6",256
4860323,Cre Mg/day Mg,Cre Mg/day Magnesium,"20624-3",256
160482,"Q ACETYLCHOLINESTERASE, AMNFL","ACETYLCHOLINESTERASE, AMNFL","30106-9",256
229632,US Thyroid HUP,US Thyroid HUP,,256
166870,BCR/ABL PREVIOUS QUA,C BCR/ABL PREVIOUS QUA,,256
17596005,"4K Patient History","4K Patient History",,256
11915033,C PEPTIDE,C PEPTIDE (Q),,256
8182005,FFN INTERP SWAB,C FFN INTERP SWAB,"59462-2",256
4860008,"300 Busulfan","300 Busulfan","15363-5",256
4857600,Hyroxyproline,Hyroxyproline,"20647-4",256
11925014,"ACHR BLOCKING ABS, SERUM","ACHR BLOCKING ABS, SERUM (LC)",,256
11919378,URINALYSIS REFLEX,URINALYSIS REFLEX (LC),,255
228847,CD:4187235,UNKNOWN item template,,255
10968007,UNOS ID,UNOS ID:,,255
159685,TOTAL IRON BINDING C,TOTAL IRON BINDING C,,255
11920779,"W014-IGE PIGWEED, COMMON","W014-IGE PIGWEED, COMMON (LC)",,255
9299003,HIV2-Viral Load,HIV2-Viral Load,,255
11923797,T070-IGE WHITE MULBERRY,T070-IGE WHITE MULBERRY (LC),,254
10327005,HIV 1 ANTIBODY,HIV 1 ANTIBODY,,254
1408122,"DONOR, HEP B SURFACE AG","Q DONOR, HEP B SURFACE AG",,254
165090,PANCREATIC POLYPEPTI,C PANCREATIC POLYPEPTI,"2721-9",254
4267014,BETA GLOBULIN,C BETA GLOBULIN,"2871-2",254
10328007,HIV 2 ANTIBODY,HIV 2 ANTIBODY,,254
4860731,Misc Test Fluid,Misc Test Fluid,,254
11918715,"COOMBS', DIRECT","COOMBS', DIRECT (LC)",,254
6667003,MEDMATCH AMPHETAMINES,Q MEDMATCH AMPHETAM*,,254
234060,US Transvaginal PMC,US Transvaginal PMC,,253
1410029,ALDER (T2) IGE,Q ALDER (T2) IGE,"15284-3",253
11844363,"MYELOPERIXIDASE ABS, IGG","MYELOPERIXIDASE ABS, IGG (CCH)","6969-0",253
4857576,HM Source,HM Source,"31208-2",253
163815,FOLATE RBC,RBC FOLATE,"2283-0",253
1410122,"Q DONOR, HEP B CORE TOTAL AB","Q DONOR, HEP B CORE TOTAL AB",,253
226392,.1001212,UNKNOWN item template,,253
170501,KETONE DILUTION,C KETONE DILUTION,,253
227392,.1001017,UNKNOWN item template,,253
322020,Q HELICOBACTER PYLORI IGG,Q HELICOBACTER PYLORI IGG,"7902-0",252
159813,INHIBITOR ASSAY RESU,C INHIBITOR ASSAY RESU,,252
160816,COMMENT-TRANS-ABDOMINAL ULTRASOUND,COMMENT - TRANS-ABDOMINAL ULTRASOUND,,252
1411014,Q ABSOLUTE NK CELLS (CD16+CD56+CELLS),Q ABSOLUTE NK CELLS (CD16+CD56+CELLS),"14108-5",252
4859582,Homocystine,Homocystine plasma,"2429-9",252
4861067,A-Isoleucine,Allo-Isoleucine,"41398-9",252
171317,URIC ACID URINE 24 HOUR,"C URIC ACID, UR MG/DL","21587-1",252
1407015,Q % CD16+CD56 (NATURAL KILLER CELLS),Q % CD16+CD56 (NATURAL KILLER CELLS),"18267-5",252
1408029,Q CLASS,Q CLASS,"21060-9",252
171121,INHIBITOR ASSAY NUMB,C INHIBITOR ASSAY NUMB,,252
11922235,TSH W/REFLEX TO FT4,TSH W/REFLEX TO FT4 (Q),,252
228789,Amended Final Report,Amended Final Report MIC,,252
166868,BCR/ALB RATIO,C BCR/ALB RATIO,"55147-3",251
160547,RIGHT ALDOSTERONE,RIGHT ALDOSTERONE,"1763-2",251
11923717,HEPATITIS C QUANTITATION,HEPATITIS C QUANTITATION (LC),,251
160511,BCR/ALB PREVIOUS RAT,C BCR/ALB PREVIOUS RAT,,250
4856906,PM/Scl-100 IgG,PM/Scl-100 IgG,"61120-2",250
4860210,Case #,Case #,,250
4855025,(AA).CD34.0 (Leukocyte %),(AA).CD34.0 (Leukocyte %),,250
226077,Methamphetamine (MAMPH),Methamphetamine (MAMPH),,250
5131002,IGF Bind. Pro 1,IGF Binding Protein 1,"12722-5",250
4855333,CU Index,Chronic Urticatia Index,"29638-4",250
163284,TETANUS ANTIBODIES,C TETANUS ANTIBODIES,,250
4860034,(AA).ITGAE.0 (Performed),CD103,,250
160009,URIC ACID URINE 24 HOUR,"C URIC ACID, UR MG/DAY","21587-1",249
11920428,B3A2 TRANSCRIPT,B3A2 TRANSCRIPT (LC),,249
11920460,DIRECTOR REVIEW,DIRECTOR REVIEW (LC),,249
171854,IVC ALDOSTERONE,IVC ALDOSTERONE,"1763-2",249
11921426,B2A2 TRANSCRIPT,B2A2 TRANSCRIPT (LC),,249
11919425,E1A2 TRANSCRIPT,E1A2 TRANSCRIPT (LC),,249
11923053,PROTEIN C-FUNCTIONAL,PROTEIN C-FUNCTIONAL (LC),,249
164070,SPECIMEN,SPECIMEN,,249
17293007,AThal Del Dup,Alpha Thalassemia Deletion/Duplication,,249
11923431,INTERPRETATION,INTERPRETATION: (LC),,249
11919175,"IMMUNOFIXATION RESULT, SERUM","IMMUNOFIXATION RESULT, SERUM (LC)",,249
171818,BCR/ABL PREV DATE,C BCR/ABL PREV DATE,,248
11925226,ANA DIRECT,ANA DIRECT (LC),,248
226227,Inhib Screen PTT Patient 30Min,Inhib Screen PTT Patient 30Min,,248
228226,Inhib Screen PTT Patient 0 Min,Inhib Screen PTT Patient 0 Min,,248
18327004,UPHS CV RLVI DIAMETER AASV,UPHS CV RLVI DIAMETER SSV PROX CALF,,248
4856324,Cre mg Porphy,Urine Creatinine mg/dL Porphyrins,"20624-3",248
166940,LEFT ALDOSTERONE,C LEFT ALDOSTERONE,"1763-2",248
4861575,HLA PTF,HLA Parathyroid Auto Processing,,248
11842317,HCV IU,HCV IU (CCH),"38180-6",248
4859606,IFE Reflex,IFE Reflex,"13348-8",248
11842362,"MUMPS VIRUS AB, IGG","MUMPS VIRUS AB, IGG (CCH)","25418-5",248
167326,"HERPES SIMPLEX VIRUS ANTIGEN DETECTION, DFA","HERPES SIMPLEX VIRUS ANTIGEN DETECTION, DFA",,247
11842327,HEPATITIS C RNA QUANT REAL TIME PCR,HEPATITIS C RNA QUANT REAL TIME PCR (CCH),"11011-4",247
11842316,HCV RNA QUANT PCR INTERP,HCV RNA QUANT PCR INTERP (CCH),"11259-9",247
18035085,LSFMPSV,LEFT SUPER FEMORAL MID SYS PSV,,247
229484,.Each Nondescribed Added Vessel,.Each Nondescribed Added Vessel PAH,,246
5029010,Creatine mg/dL,"Creatine, Plasma - mg/dL","2148-5",246
18329006,UPHS CV LLVI SSV DIST CALF,UPHS CV LLVI SSV DIST CALF,,246
11921178,GLOBULIN,"GLOBULIN, TOTAL (LC)",,246
176073,O2,O2,,246
237558,Histoplasma Antigen Assay,MCODES_Histoplasma Antigen Assay,,246
167368,SMALL LDL-P,SMALL LDL-P,,246
166772,THIOPURINE METHYLTRA,"C THIOPURINE METHYLTRANSFERASE, RBC","53819-9",246
239036,GI Blood Loss Image Acute HUP,GI Blood Loss Image Acute HUP,,246
235316,Pulmonary Perfusion,Pulmonary Perfusion PAH,,246
5028011,"Creatine, Plas","Creatine, Plasma","15045-8",246
4858559,"HHV-6 Ab, IgG","Herpesvirus 6 (HHV-6) Ab, IgG","5211-8",246
239302,Direct Coombs IgG .,Direct Coombs IgG PAH,,245
239448,Humerus Minimum 2 views PMC,Humerus Minimum 2 views PMC,,245
18036086,LSFDPSV,LEFT SUPER FEMORAL DIST SYS PSV,,245
159266,ALKALINE PHOSPHATASE,ALKALINE PHOSPHATASE,,245
10829022,U2 sn (small nuclear) RNP Ab,U2 sn (small nuclear) RNP Ab,"68549-5",245
11921177,ALPHA-1-GLOBULINS,ALPHA-1-GLOBULIN (LC),,245
1412079,SPECIMEN SOURCE,Q SPECIMEN SOURCE:,,245
233364,CT Lower Extremity with Contrast HUP,CT Lower Extremity with Contrast HUP,,245
11919079,U IFE INTERP,IFE INTERPRETATION:U (LC),,245
1407073,Q TETANUS ANTITOXOID AB,Q TETANUS ANTITOXOID AB,,245
11923183,BETA GLOBULINS,BETA GLOBULIN (LC),,244
10830004,"Anabasine, Urine","Anabasine, Urine","33915-0",244
11925183,PLEASE NOTE,PLEASE NOTE: (LC),,244
18332003,UPHS CV RLVI DIAMETER GSV DIST CALF,UPHS CV RLVI DIAMETER GSV DIST CALF,,244
11925181,ALBUMIN,ALBUMIN (LC),,244
4531010,C TIME 24H MICROALBUMIN,C TIME 24H MICROALBUMIN,,244
11919176,GAMMA GLOBULINS,GAMMA GLOBULIN (LC),,244
11920179,ALPHA-2-CLOBULINS,ALPHA-2-GLOBULIN (LC),,244
230410,CMV PCR,CMV PCR PAH,,244
170768,VDRL-SPINAL FLUID,C VDRL-SPINAL FLUID,"5290-2",244
1131005,PEANUT (F13) IGE,Q PEANUT (F13) IGE,,244
18035007,RV INFLOW LONGITUDINAL DIAMETER,RV INFLOW LONGITUDINAL DIAMETER,,244
4859222,CD56+/16+/3- (% Lymphocytes),CD56+/16+/3- (% Lymphocytes),,244
11925182,M-SPIKE,M-SPIKE (LC),,243
18038204,LCFRE,LEFT COM FEM REFLUX,,243
10830003,"Nornicotine, Urine","Nornicotine, Urine","33917-6",243
231389,.Diag Cranio Ang,Diag Cranio Ang,,243
10829018,"Nicotine, Urine","Nicotine, Urine",,243
160510,BCR/ABL PREV SOURCE,C BCR/ABL PREV SOURCE,"31208-2",243
11916641,(Q),(Q),,243
10829003,"3-OH-Cotinine, Urine","3-OH-Cotinine, Urine","33916-8",243
4860321,Cre D Prophyrin,Urine Creatinine mg/day Prophyrin,"2162-6",243
170665,PROTEIN S FREE,PROTEIN S FREE,,243
11921908,TOPIRAMATE,"TOPIRAMATE, SERUM (LC)",,243
11924741,AEROBIC CULTURE,AEROBIC CULTURE (LC),,243
11920433,REFLEX CRITERIA,REFLEX CRITERIA (LC),,243
10829020,HLA PKEFLOWXM,HLA PKEFLOWXM,,243
230501,Gastrin,LEAN Gastrin,,243
11924647,QUESTION,QUESTION: (Q),,243
160546,SAMPLE FOR IALDOS,SAMPLE FOR IALDOS,,243
10828003,"Cotinine, Urine","Cotinine, Urine","10366-3",243
11911386,(ALWAYS MESSAGE),(ALWAYS MESSAGE) (Q),,242
4860702,Lysozyme,Lysozyme,"29956-0",242
227085,Misc Test (50),MCODES_Misc Test (50) (prompt),,242
239703,.Foot 3-4 views (R),Foot 3-4 views (R) PAH,,242
4859960,Pwarm XM Interp,Prewarm XM Interp,,242
3443002,JO 1 AUTOABS,Q JO 1 AUTOABS,,242
171352,"DHEA, UNCONJUGATED","DHEA, UNCONJUGATED",,242
4858352,Dengue IgG,"Dengue Fever Ab IgG, ELISA","23991-3",241
11925650,SPEC ORIGN,SPECIMEN TYPE (LC),,241
11923652,CELLS KARYOTYPED,CELLS KARYOTYPED (LC),,241
11919647,GTG BAND RESOLUTION ACHIEVED,GTG BAND RESOLUTION ACHIEVED (LC),,241
11920649,CELLS ANALYZED,CELLS ANALYZED (LC),,241
4857306,Coproporph III CRT,Coproporphyrin III umol/mol CRT,"45315-9",241
4859129,B2GP1 IgM,Beta2GlycoPro1 IgM,"44449-7",241
226082,Misc Lab (50),Misc Lab (50) (prompt),,241
11913121,VITAMIN B12,VITAMIN B12 (Q),,241
1412020,HEPATITIS C ANTIBODY,Q HEPATITIS C ANTIBODY (REFL),"13955-0",241
11921648,CELLS COUNTED,CELLS COUNTED (LC),,241
231489,HCV RNA Log,HCV RNA Log PAH,,241
11925651,CYTOGENETIC RESULT,CYTOGENETIC RESULT (LC),,241
4858306,Coproporph I CRT,Coproporphyrin I umol/mol CRT,"45313-4",241
4856129,B2GP1 IgG,Beta 2 GlycoPro1 IgG,"44448-9",241
4860960,Pyruvic Acid,Pyruvic Acid,"14121-8",240
227585,International Unit.,International Unit PAH,,240
226584,Index Value.,Index Value PAH,,240
167358,BTPCR REPORT,BTPCR REPORT,,240
4857352,Dengue IgM,"Dengue Fever Ab IgM, ELISA","23992-1",240
10692012,FIBROMETER PATIENT SCORE,FIBROMETER PATIENT SCORE,,240
1130005,WALNUT (F256) IGE,Q WALNUT (F256) IGE,,240
226641,Rheumatoid Factor IgM.,Rheumatoid Factor IgM PAH,,240
232473,Antibody Interpretation #2,Antibody Interpretation #2 PAH,,240
235409,US Pelvis Complete PMC,US Pelvis Complete PMC,,240
4859566,HIV 1 DNA PCR,HIV 1 DNA by PCR Qualitative,"44871-2",240
4857129,B2 Text,B2 Text,"59462-2",240
231419,Nephrostogr Ang HUP,Nephrostogr Ang HUP,,239
11918829,PREALBUMIN,PREALBUMIN (LC),,239
11845294,ESTIMATED DUE DATE,ESTIMATED DUE DATE (CCH),"11778-8",239
1412063,Q GAD-65 AB,Q GAD-65 AB,"13926-1",239
233643,Chromosome Analysis,Chromosome Analysis PAH,,239
239690,Anti-Cardiolipin Antibody,MCODES_Anti-Cardiolipin Antibody PAH,,239
4861055,ADH Lvl,Antidiuretic Hormone Level,"3126-0",239
237042,CT Lower Extremity without Contrast PMC,CT Lower Extremity without Contrast PMC,,239
159464,URINE URIC ACID MG/D,URINE URIC ACID MG/D,,239
239047,Chest 3 Views with Oblique HUP,Chest 3 Views with Oblique HUP,,239
229793,Eye Culture,Eye Culture PAH,,239
11925852,EVEROLIMUS LEVEL,EVEROLIMUS (LC),"50544-6",239
5282004,MRPDA Notes,MRPDA Notes,"34819-3",239
11842418,FREE TESTOSTERONE (CCH),"TESTOSTERONE, FREE - FEMALE AND CHILDREN (CCH)","2991-8",239
226649,Specimen  Type.,Specimen  Type PAH,,238
4856944,P.S.,P.S.,"20079-0",238
18329004,UPHS CV RLVI DIAMETER SSV MID CALF,UPHS CV RLVI DIAMETER SSV MID CALF,,238
239609,Cervical Spine AP and Lateral PMC,Cervical Spine AP and Lateral PMC,,238
228083,Misc Specimen (50),MCODES_Misc Specimen (50) (prompt),,238
11924670,PLEASE NOTE,PLEASE NOTE: (LC),,238
11842072,"3 HOUR GLUCOSE TOLERANCE","3 HOUR GLUCOSE TOLERANCE (CCH)","20437-0",238
14820003,DTC Cytospin Info,DTC Cytospin Info,,238
11841132,PERFORMING LAB,PERFORMING LAB (CCH),,238
234262,.Urine Eosinophils,zz Urine Eosinophils,,238
11842401,SEX HORMONE BINDING GLOBULIN,SEX HORMONE BINDING GLOBULIN (CCH),"13967-5",238
234403,"Albumin, Body Fluid","Albumin, Body Fluid PAH",,238
160608,GENT,C GENT,,238
11920006,TREPONEMA PALLIDUM ANTIBODIES,TREPONEMA PALLIDUM ANTIBODIES (LC),,237
239151,Micro Send-Out,MCODES_Micro Send-Out,,237
1408038,SOURCE,Q SOURCE:,,237
4859964,Raldos Sample,Raldos Sample,,237
230887,.MRI Abdomen w/wo Contrast,MRI Abdomen w/wo Contrast PAH,,237
11922991,RESULT 1,RESULT 1 (LC),,237
239705,HCV RNA,HCV RNA PAH,,237
18037088,LSFMPSV,RIGHT SUPER FEMORAL MID SYS PSV,,237
18037211,LGSJRE,LEFT GREAT SAPHENOUS JUNCTION REFLUX,,237
4855723,% Methb PAH,Methemoblobin Qualitative PAH,"2614-6",237
11930316,BLASTS/BLAST LIKE CELLS,BLASTS/BLAST LIKE CELLS (L),,237
4859003,"150Busulfan","150Busulfan","15363-5",237
233506,Approval Test for Hematology (HAPR),LEAN Approval Test for Hematology (HAPR),,236
4855412,End Busulfan,End of Infusion Busulfan,"15363-5",236
4528003,ACHR BLOCKING AB,C ACETYLCHOLINE RECEPTOR BLOCKING ANTIBODY,"42937-3",236
235075,Abscess Drainage Fluoro/CT/US Guide,Abscess Drainage Fluoro/CT/US Guide PAH,,236
163830,ANCA COMMENT,ANCA COMMENT,,236
4859008,"360 Busulfan","360 Busulfan","15363-5",236
11923792,W018-IGE SHEEP SORREL,W018-IGE SHEEP SORREL (LC),,236
1409004,CHOLESTEROL NON HDL,NON-HDL CHOLESTEROL,"43396-1",236
4858002,"135 Busulfan","135 Busulfan","15363-5",236
1407013,"CRYSTALS, SYNOVIAL FLUID","Q CRYSTALS, SYNOVIAL FLU*","5781-0",235
170612,TAC DOSE1,TAC DOSE1,,235
18034090,RSFDPSV,RIGHT SUPER FEMORAL DIST SYS PSV,,235
170772,URINE URIC ACID G/TV,URINE URIC ACID G/TV,,235
11843396,"MEASELS (RUBEOLA) AB, IGG","MEASELS (RUBEOLA) AB, IGG (CCH)","5244-9",235
230413,CTA Abdomen with Image Post Process,CTA Abdomen with Image Post Process PAH,,235
11922771,LD-1,(LD) FRACTION 1 (LC),,235
18331003,UPHS CV RLVI DIAMETER GSV KNEE,UPHS CV RLVI DIAMETER GSV KNEE,,235
234646,CT Head Combined,CT Head Combined PAH,,235
4861006,"240 Busulfan","240 Busulfan","15363-5",235
1414030,Q CLASS,Q CLASS,"15774-3",234
230308,CT Inner-Outer Ear Unenhanced HUP,CT Inner-Outer Ear Unenhanced HUP,,234
233165,Femur AP/Lateral,Femur AP/Lateral PAH,,234
239121,Viscosity,LEAN Viscosity,,234
232652,Nephrostogram HUP,Nephrostogram HUP,,234
11925680,DIRECTOR REVIEW,DIRECTOR REVIEW: (LC),,234
11919785,W006-IGE MUGWORT,W006-IGE MUGWORT (LC),,234
11841030,BLOOD BANK COMMENT FOR CHART,BLOOD BANK COMMENT FOR CHART (CCH),,234
164022,FACTOR IX ASSAY,C FACTOR IX ASSAY,"3187-2",234
11919676,BKU INT,INTERPRETATION (LC),,234
4856222,CD56+/16+/3- (Abs Count),CD56+/16+/3- (Abs Count),,234
12046005,SSA 60 Ab IgG,SSA 60 Antibody IgG,"53019-6",234
18038287,CATHEFEST,CATH EF ESTIMATED,,234
233697,Surg Path Addendum (SPAD2),LEAN Surg Path Addendum (SPAD2),,233
11924770,LD-3,(LD) FRACTION 3 (LC),,233
18033277,MVSV1,MV REGURGITATION SV 1,,233
7785004,Vit. B plasma,"Vitamin B, plasma","2999-1",233
4855792,nrPAT Report,nrPAT Report,,233
4532040,MISCELLANEOUS TEST RESULT,C MISCELLANEOUS TEST RESULT,,233
11917770,LD-5,(LD) FRACTION 5 (LC),,233
5027006,B Pertussis IgA,B Pertussis IgA,"42328-5",233
11916765,LD-2,(LD) FRACTION 2 (LC),,233
8020015,ACETYLCHOLINE RECEPTOR$ BINDING ANTIBODY,Q ACETYLCHOLINE RECEPTOR$BINDING ANTIBODY,,233
18309017,UPHS CV LLA DIST POST TIBIAL PSV,UPHS CV LLA DIST POST TIBIAL PSV,,233
11918765,LD-4,(LD) FRACTION 4 (LC),,233
5026019,Nateglinide,Nateglinide,"49487-2",232
11843241,BETA 2 GLYCOPROTEIN 1 IGG AB,BETA 2 GLYCOPROTEIN 1 IGG AB (CCH),"44448-9",232
5030023,Tolazamide,Tolazamide,"21566-5",232
4861267,Chrom BM EER,Chrom Bone Marrow EER,"50659-2",232
4870140,State Test,Test Sent to State,,232
5023024,Tolbutamide,Tolbutamide,"21567-3",232
1412029,Q HICKORY/PECAN TREE (T22) IGE,Q HICKORY/PECAN TREE (T22) IGE,"6209-1",232
4866140,State Nbr,State Lab Number,,232
5027022,Repaglinide,Repaglinide,"48328-9",232
5029018,Glimepiride,Glimepiride,"48325-5",232
5026011,Chlorpropamide,Chlorpropamide,"48329-7",232
4863240,UA Glu by Clin,Urine Glucose by Clinitest,"5809-9",232
4855791,nrMOBlasts,MO Blasts (Non Reportable),,232
4857434,F2.g.20210G>A (Mutant Temperature),F2.g.20210G>A (Mutant Temperature),,232
11841311,HLA-B27,HLA-B27 (CCH),"26028-1",232
233249,.IVC Filter Placement,IVC Filter Placement,,232
5025008,Glipizide,Glipizide,"48326-3",232
5029019,Glyburide,Glyburide,"48327-1",232
4855769,Neutrophil Oxid,Neutrophil Oxidative Burst,"30903-9",232
235496,Cervical Spine 2 Views,Cervical Spine 2 Views PAH,,232
11913636,"BK VIRUS DNA, QN PCR","BK VIRUS DNA, QN PCR (Q)",,232
160066,Q HSV TYPE 1,Q HSV TYPE 1,"5846-1",232
5028001,Acetohexamide,Acetohexamide,"43626-1",232
3379070,CK-MACRO TYPE I,C CK-MACRO TYPE I,"26019-0",231
234404,.Ankle 3 Views (L),Ankle 3 Views (L) PAH,,231
11842242,BETA-2 GLYCOPROTEIN 1 IGM AB,BETA-2 GLYCOPROTEIN 1 IGM AB (CCH),"44449-7",231
4869140,State Spec,Specimen,,231
18053004,BENZOYLECGONINE URINE,BENZOYLECGONINE,"14315-6",231
7515004,"CHLAMYDIA TRACHOMATIS RNA, TMA, THROAT","Q CHLAMYDIA TRACHOMATIS RNA, TMA, THROAT",,231
4867141,State Ship,Shipping Instructions,,231
11921779,COCKROACH,"I006-IGE COCKROACH, GERMAN (LC)",,231
234087,MRI Abdomen HUP,MRI Abdomen HUP,,231
11841275,"C-PEPTIDE, SERUM OR PLASMA","C-PEPTIDE, SERUM OR PLASMA","1986-9",231
3376069,CK-MACRO TYPE II,C CK-MACRO TYPE II,"26020-8",231
234267,Anti-Streptolysin O,LEAN Anti-Streptolysin O,,230
227467,Thyroglobulin Ab (Tgab),Thyroglobulin Ab (Tgab),,230
11841039,OXYGEN SATURATION,OXYGEN SATURATION (CCH),"71850-2",230
237691,.Bone Image Whole Body,Bone Image Whole Body PAH,,230
4865140,State Lab,State Lab,,230
227475,Total Thyroglobulin (Tg),Total Thyroglobulin (Tg),,230
231814,.Shoulder 2+ Views Right,Shoulder 2+ Views Right PAH,,230
11923922,PLEASE NOTE,PLEASE NOTE: (LC),,230
170589,"VZV AB, IGM","C VZV AB, IGM",,229
11920520,FREE TESTOSTERONE (LC),"FREE TESTOSTERONE, SERUM (LC)","2991-8",229
11923599,ANTI-ADALIMUMAB ANTIBODY,ANTI-ADALIMUMAB ANTIBODY (LC),,229
11844037,BASE DEFICIT CORD BLOOD,"BASE DEFICIT,CORD BLOOD (CCH)","59154-5",229
11921518,% FREE TESTOSTERONE (DIALYSIS),% FREE TESTOSTERONE (DIALYSIS) (LC),,229
1412028,Q LAMB'S QUARTERS (GOOSE FOOT) (W10) IGE,Q LAMB'S QUARTERS (GOOSE FOOT) (W10) IGE,"6156-4",229
11844041,BICARBONATE CORD BLOOD,"BICARBONATE, CORD BLOOD (CCH)","14151-5",229
11844046,PH CORD BLOOD,"PH,CORD BLOOD (CCH)","14873-4",229
11920596,ADALIMUMAB DRUG LEVEL,ADALIMUMAB DRUG LEVEL (LC),,229
11918691,"5-HYDROXYINDOLACETIC MG/L","5-HIAA, URINE, 24HR (LC)",,229
11049003,"SNP Microarray, Products of Conception","SNP Microarray, Products of Conception","62375-1",229
11843038,BASE EXCESS CORD BLOOD,"BASE EXCESS, CORD BLOOD (CCH)","32300-6",229
735001,UCHLORIDE MMOL/L,C UCHLORIDE MMOL PER L,"35676-6",229
11845046,PCO2 CORD BLOOD,"PCO2,CORD BLOOD (CCH)","14003-8",229
4861608,IgD Lvl,IgD Lvl,"2460-4",229
