"PK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","LAB_RESULT_COUNT","obo","loinc.obo"
233585,"MRI Pelvis wo Contrast w Coil HUP","MRI Pelvis wo Contrast w Coil HUP",NA,6,NA,NA
233650,"Factor XI Assay","MCODES_Factor XI Assay PAH",NA,18,NA,NA
233667,"Potassium, Urine Random","MCODES_Potassium, Urine Random",NA,838,"CHEBI:26217",NA
233671,"Sodium, Urine Random","MCODES_Sodium, Urine Random",NA,1777,"CHEBI:26712",NA
233677,"US Pregnant Uterus 1st Trimester","US Pregnant Uterus 1st Trimester PAH",NA,50,NA,NA
233679,".Wrist 3 Views Right","Wrist 3 Views Right PAH",NA,47,NA,NA
233695,"RPR Quantitative","LEAN RPR Quantitative",NA,584,NA,NA
233718,"Lactic Acid","MCODES_Lactic Acid.",NA,97813,"CHEBI:28358",NA
233720,"Methotrexate Level","LEAN Methotrexate Level",NA,2560,NA,NA
233728,".Elbow 3-5 Views","Elbow 3-5 Views",NA,81,NA,NA
233736,"Anti Smooth Muscle Antibody","MCODES_Anti Smooth Muscle Antibody",NA,797,NA,NA
233782,"US Chest HUP","US Chest/Pleural Effusion HUP",NA,566,NA,NA
233794,"Outside Films Chest 1 View HUP","Outside Films Chest 1 View HUP",NA,4,NA,NA
233816,"Neu Inter Craniocerebral Angio HUP","Neu Inter Craniocerebral Angio HUP",NA,563,NA,NA
233818,"GI Bleeding Scan PMC","GI Bleeding Scan PMC",NA,132,NA,NA
233819,"Femur 2 views PMC","Femur 2 views PMC",NA,733,NA,NA
233828,"Change Perc Drain w/ Contrast Nephro HUP","Change Perc Drain w/ Contrast Nephro HUP",NA,69,NA,NA
233881,"Infant Autopsy Clinical Summary","Infant Autopsy Clinical Summary PAH",NA,86,NA,NA
233882,"Knee Arthrogram S/I","Knee Arthrogram S/I PAH",NA,2,NA,NA
233885,".Methemoglobin (POC)","MCODES_Methemoglobin (POC) PAH",NA,20,NA,NA
233886,"MRA Abdomen with or without Contrast","MRA Abdomen with or without Contrast PAH",NA,65,NA,NA
233900,"Treponema Pallidum AB","Treponema Pallidum AB PAH",NA,127,NA,NA
233914,".US Post Void Residual","US Post Void Residual",NA,11,NA,NA
233923,".Radionuclide Therapy Thyroid Ablation","Radionuclide Therapy Thyroid Ablation",NA,5,NA,NA
233940,"Micro Mole ID","LEAN Micro Mole ID",NA,269,NA,NA
233945,".Contrast for Sentinel Node","Contrast for Sentinel Node",NA,24,NA,NA
233947,".Extremity Bilateral","Extremity Bilateral",NA,8,NA,NA
233997,"Veno Extrem Unilateral HUP","Veno Extrem Unilateral HUP",NA,107,NA,NA
233998,".US Extremity Non-Vascular PMC",".US Extremity Non-Vascular PMC",NA,179,NA,NA
234051,".Western Blot.exp","Western Blot.exp",NA,478,NA,NA
234069,"Spine Thoracic AP and Lateral HUP","Spine Thoracic AP and Lateral HUP",NA,644,NA,NA
234087,"MRI Abdomen HUP","MRI Abdomen HUP",NA,231,NA,NA
234092,".MRI Neck with Inj HUP","MRI Neck with Inj HUP",NA,2,NA,NA
234107,"CT Orbit/Sella/Pos Foss/Ear Combined PMC","CT Orbit/Sella/Pos Foss/Ear Combined PMC",NA,4,NA,NA
234120,"MRA Low Ext w/wo Contrast PMC","MRA Low Ext w/wo Contrast PMC",NA,69,NA,NA
234142,".4030026","UNKNOWN item template",NA,407,NA,NA
234154,"Bone Marrow Diagnosis","Bone Marrow Diagnosis PAH",NA,67,NA,NA
234167,"Gentamicin Peak Level","Gentamicin Peak PAH",NA,1704,NA,NA
234171,"HSV by  PCR","MCODES_HSV by  PCR PAH",NA,308,NA,NA
234178,".MRI LE Joint without Contrast","MRI LE Joint without Contrast PAH",NA,104,NA,NA
234179,"Mumps Antibody IgM (Acute Infection)","Mumps Antibody IgM (Acute Infection) PAH",NA,2,NA,NA
234185,"Renin Level","Renin PAH",NA,93,NA,NA
234186,"Scleroderma Antibody","Scleroderma Antibody PAH",NA,13,NA,NA
234225,"Triglycerides","MCODES_Triglycerides HUP/PPMC",NA,38523,NA,NA
234233,"Total Protein, Fluid","LEAN Total Protein, Fluid",NA,3574,"CHEBI:36080",NA
234241,".MRI Angio Neck Combined","MRI Angio Neck Combined",NA,129,NA,NA
234253,"Crystal Analysis.","LEAN Crystal Analysis.",NA,921,NA,NA
234257,".Diuretic Radiorenography","Diuretic Radiorenography",NA,3,NA,NA
234261,"FS INT","LEAN FS INT",NA,333,NA,NA
234271,"Butalbital (BUTAL)","LEAN Butalbital (BUTAL)",NA,5,NA,NA
234274,".Chest 4+ Views with Insp and Exp","Chest 4+ Views with Insp and Exp",NA,12,NA,NA
234296,"17-Hydroxy Progesterone","MCODES_17-Hydroxy Progesterone",NA,24,NA,NA
234311,".IRRGS","UNKNOWN item template",NA,3,NA,NA
234315,"US Kidney Transplant HUP","US Kidney Transplant HUP",NA,654,NA,NA
234376,"Access Port HUP","Access Port HUP",NA,4317,NA,NA
234398,"expired~","Tumor Image w/CT Whole Body/PET HUP",NA,8,NA,NA
234401,".CT Heart w&wo Inj ECG 3D wo Scoring HUP",".CT Heart w&wo Inj ECG 3D wo Scoring HUP",NA,26,NA,NA
234402,".Ketone, Serum Qual","Ketone, Serum Qual PAH",NA,332,"CHEBI:17087",NA
234404,".Ankle 3 Views (L)","Ankle 3 Views (L) PAH",NA,231,NA,NA
234407,"Direct Coombs C3 .","Direct Coombs C3 PAH",NA,147,NA,NA
234415,"Erythrocyte Sedimentation Rate","Erythrocyte Sedimentation Rate PAH",NA,7010,NA,NA
234429,"Opiates, Urine Qualitative","Opiates, Urine Qualitative PAH",NA,4532,NA,NA
234431,".Phosphatidylglycerol","Phosphatidylglycerol PAH",NA,9,NA,NA
234436,"Specific Gravity Urine","Specific Gravity Urine PAH",NA,27961,NA,NA
234439,"TSH (Thyroid Stimulating Hormone)","TSH (Thyroid Stimulating Hormone) PAH",NA,8680,NA,NA
234442,"US Transcranial Doppler Limited","US Transcranial Doppler Limited PAH",NA,2,NA,NA
234443,"WBC Localization Whole Body","WBC Localization Whole Body PAH",NA,2,NA,NA
234444,"Thrombin Anti-Thrombin Complex","MCODES_Thrombin Anti-Thrombin Complex",NA,20,NA,NA
234447,"MRA Lower Extremity with Contrast","MRA Lower Extremity with Contrast PAH",NA,2,NA,NA
234460,".US Extremity Veins Upper/Lower Limited","US Extremity Veins Upper/Lower Limited",NA,348,NA,NA
234490,".CT 3-D Imaging Body","CT 3-D Imaging Body",NA,40,NA,NA
234512,".Chest 1 View Babygram","Chest 1 View Babygram",NA,2112,NA,NA
234534,".MRLO","UNKNOWN item template",NA,10,NA,NA
234544,"CT Inner-Outer Ear Enhanced HUP","CT Inner-Outer Ear Enhanced HUP",NA,10,NA,NA
234546,"Specimen7","LEAN Specimen7",NA,196,NA,NA
234572,"Outfilm MRI Lumb Sp w/Inj Comb HUP","Outfilm MRI Lumb Sp w/Inj Comb HUP",NA,7,NA,NA
234582,"MRI Cardiac Morph w&wo Gad HUP","MRI Cardiac Morph w&wo Gad HUP",NA,33,NA,NA
234590,".Knee 1-2 Views PMC",".Knee 1-2 Views PMC",NA,3993,NA,NA
234592,"Hepatobiliary Ductal Sys/Gallbladder HUP","Hepatobiliary Ductal Sys/Gallbladder HUP",NA,497,NA,NA
234604,"Chest 3 Views PMC","Chest 3 Views PMC",NA,22,NA,NA
234646,"CT Head Combined","CT Head Combined PAH",NA,235,NA,NA
234654,"Haptoglobin, Serum","Haptoglobin, Serum PAH",NA,344,NA,NA
234658,".Knee 4 or more Views Right","Knee 4 or more Views Right PAH",NA,5,NA,NA
234672,"Surgical Culture","Surgical Culture PAH",NA,3583,NA,NA
234677,"US Neonatal Head Doppler","US Neonatal Head Doppler PAH",NA,1727,NA,NA
234679,"Voiding  Cystourethrogram","Voiding Cystourethrogram PAH",NA,21,NA,NA
234692,".Tumor Localization Whole body","Tumor Localization Whole body",NA,7,NA,NA
234700,"Phenobarbital Level","LEAN Phenobarbital Level",NA,2814,NA,NA
234702,"R/O Gonorrhea & Chlamydia DNA Assay","LEAN R/O Gonorrhea & Chlamydia DNA Assay",NA,4326,NA,NA
234705,"PCR Test","LEAN PCR Test",NA,76,NA,NA
234728,"Enterovirus PCR","MCODES_Enterovirus PCR",NA,174,NA,NA
234732,"24 Hr Urine Iron","LEAN 24 Hr Urine Iron",NA,4,NA,NA
234735,"Ammonia","LEAN Ammonia.",NA,12839,NA,NA
234736,"Anti Factor Xa","MCODES_Anti Factor Xa",NA,314,NA,NA
234769,".Art Pulmon Bil","Art Pulmon Bil",NA,7,NA,NA
234780,"Veno Extrem Bilateral HUP","Veno Extrem Bilateral HUP",NA,37,NA,NA
232329,".Qualitative Fecal Fat (old)","zz-Qualitative Fecal Fat",NA,2,NA,NA
232350,"Clonazepam Level","MCODES_Clonazepam Level LIO",NA,2,NA,NA
232401,"Transcath Foreign Body HUP","Transcath Foreign Body HUP",NA,9,NA,NA
232403,"CV Catheter Injection HUP","CV Catheter Injection HUP",NA,54,NA,NA
232427,".MRI Neck w&wo Gad HUP","MRI Neck w&wo Gad HUP",NA,347,NA,NA
232432,"Kidney Scan Vascular Flow/Function HUP","Kidney Scan Vascular Flow/Function HUP",NA,519,NA,NA
232456,"Upper GI PMC","Upper GI PMC",NA,12,NA,NA
232469,"CT T-Spine Enhan by 3D Reconst/Neuro HUP","CT T-Spine Enhan by 3D Reconst/Neuro HUP",NA,349,NA,NA
232489,"Hand 3 Views","Hand 3 Views PAH",NA,64,NA,NA
232493,".Knee 2 Views Right","Knee 2 Views Right PAH",NA,545,NA,NA
232494,"Lumbar Spine AP/Lateral/Oblique","Lumbar Spine AP/Lateral/Oblique PAH",NA,188,NA,NA
232501,".PICC Line Placement-Nurse only","PICC Line Placement-Nurse only PAH",NA,139,NA,NA
232506,"Serology FTA Sendout, CSF","Serology FTA Sendout, CSF PAH",NA,6,NA,NA
233141,".Mammography Unilateral (Left) HUP","Mammography Unilateral (Left) HUP",NA,22,NA,NA
233151,"Amylase, Urine Random","Amylase, Urine Random PAH",NA,8,NA,NA
233155,".Calcaneous Heel (R)","Calcaneous Heel (R) PAH",NA,14,NA,NA
233159,"Cortisol Level","Cortisol Level PAH",NA,1418,NA,NA
233165,"Femur AP/Lateral","Femur AP/Lateral PAH",NA,234,NA,NA
233166,".Free PSA.","Free PSA PAH",NA,23,NA,NA
233170,"Hip Survey-PACU-Portable","Hip Survey-PACU-Portable PAH",NA,109,NA,NA
233181,"Percutaneous Antegrade Pyelogram","Percutaneous Antegrade Pyelogram PAH",NA,104,NA,NA
233187,"Special Study","Special Study PAH",NA,48,NA,NA
233222,".Wrist Complete","Wrist Complete",NA,65,NA,NA
233223,"VZV Detection by Culture","LEAN VZV Detection by Culture",NA,3391,NA,NA
233237,"R/O Chlamydia/DNA Non-Culture Assay","MCODES_R/O Chlamydia/DNA Non-Culture Ass",NA,24,NA,NA
233260,"Ferritin","LEAN Ferritin",NA,13499,NA,NA
233265,"Amylase, Fluid","LEAN Amylase, Fluid.",NA,2432,NA,NA
233271,"Ca 15-3","MCODES_Ca 15-3",NA,60,NA,NA
233296,".MANC","UNKNOWN item template",NA,2,NA,NA
233309,"Removal Pericatheter Fibrin Sheath HUP","Removal Pericatheter Fibrin Sheath HUP",NA,3,NA,NA
233349,"MRI Low Ext No Joint w/wo Contrast PMC","MRI Low Ext No Joint w/wo Contras PMC",NA,173,NA,NA
233381,"CT Bx Soft Tissue Perc PMC","CT Bx Soft Tissue Perc PMC",NA,13,NA,NA
233400,"Insulin Level, 60min.","MCODES_ Insulin Level, 60min.",NA,3,NA,NA
233413,"Diagnosis.","Diagnosis. PAH",NA,1465,NA,NA
233433,"Report","Report PAH",NA,412,NA,NA
233436,"Stool Culture","Stool Culture PAH",NA,1111,NA,NA
233439,"UGI w/ Small Bowel Single Contrast","UGI w/ Small Bowel Single Contrast PAH",NA,49,NA,NA
233444,"Special Studies Consult","LEAN Special Studies Consult",NA,1587,NA,NA
233446,"3002534","UNKNOWN item template",NA,7,NA,NA
233479,"Mycoplasma Culture","MCODES_Mycoplasma Culture",NA,6,NA,NA
233481,".HIV 1 Geno","HIV 1 Genzz-",NA,2,NA,NA
233492,".Chlamydia trachomatis DFA","LEAN Chlamydia trachomatis DFA",NA,4,NA,NA
233529,".Tetanus Antibodies","LEAN Tetanus Antibodies",NA,3,NA,NA
233565,"Pyelogram Retrograde OR HUP","Pyelogram Retrograde OR HUP",NA,99,NA,NA
233567,"Perc Place Gastrst Tube HUP","Perc Place Gastrst Tube HUP",NA,268,NA,NA
233600,"CT Orbit/Sella/Pos Foss/Ear wo Contr PMC","CT Orbit/Sella/Pos Foss/Ear wo Contr PMC",NA,49,NA,NA
233602,".CT Upper Extremity without Contrast HUP","CT Upper Extremity without Contrast HUP",NA,453,NA,NA
233614,"CT Angio Head Combined PMC","CT Angio Head Combined PMC",NA,13,NA,NA
233629,".Left Aldosterone",".LEAN Left Aldosterone",NA,4,NA,NA
233631,"expired*","Tumor Image Limited Area/PET HUP",NA,55,NA,NA
233636,"Albumin Serum, Pediatric","Albumin, Pediatric PAH",NA,165,"PR:000003918",NA
233646,"CT Maxillofacial Combined","CT Maxillofacial Combined PAH",NA,6,NA,NA
233652,"Gentamicin Trough Level","Gentamicin Trough PAH",NA,2074,NA,NA
233658,"Lactic Acid Blood","Lactic Acid Blood PAH",NA,539,"CHEBI:28358",NA
233672,".T4 (Thyroxine)","T4 (Thyroxine) PAH",NA,912,NA,NA
233675,"Uric Acid, Serum","Uric Acid, Serum PAH",NA,3122,NA,NA
233699,"Thallium Level","MCODES_Thallium Level",NA,9,NA,NA
233733,".Abscess Sinus Fistula Tract","Abscess Sinus Fistula Tract",NA,33,NA,NA
233737,"AST","LEAN Aspartate Aminotransferase",NA,366460,NA,NA
233741,"C HLA Type","LEAN C HLA Type",NA,496,NA,NA
232508,"T3 Free","T3 Free PAH",NA,912,NA,NA
229323,"Serum Amobarbital","LEAN Serum Amobarbital",NA,5,NA,NA
229324,".Small Bowel Enema","Small Bowel Enema",NA,16,NA,NA
229329,".PTA Venous","PTA Venous",NA,19,NA,NA
229339,"Herpes Simplex Virus DFA","LEAN Herpes Simplex Virus DFA",NA,937,NA,NA
229360,"Alkaline Phosphatase","MCODES_Alkaline Phosphatase HUP/PPMC",NA,369010,NA,NA
229366,".Change Percutaneous Drain w/ Contrast","Change Percutaneous Drain with Contrast",NA,87,NA,NA
229385,"Vancomycin Level, Random","LEAN Vancomycin Level, Random",NA,26940,NA,NA
229436,"Fluoro Guide Needle  < 1 Hour Placement","Fluoro Guide Needle Placement HUP",NA,19,NA,NA
229437,"Exc Intra-Abd/Retrop Tumor HUP","Exc Intra-Abd/Retrop Tumor HUP",NA,2,NA,NA
229476,"Bone Image Whole Body + Add Views","Bone Image Whole Body + Add Views PAH",NA,50,NA,NA
229479,"Chloride, Urine Random","MCODES_Chloride, Urine Random UPHS",NA,524,"CHEBI:17996",NA
229515,"WBC Count","WBC Count PAH ***LIO***",NA,213866,NA,NA
229526,".Thoracic Spine 1 View","Thoracic Spine 1 View",NA,12,NA,NA
229556,".Fragile X DNA","LEAN Fragile X DNA",NA,2,NA,NA
229557,".GI Blood Loss Image Acute","GI Blood Loss Image Acute",NA,58,NA,NA
229560,"Alpha-1-Fetoproteins-Oncology","MCODES_Alpha-1-Fetoproteins-Oncology",NA,1570,NA,NA
229574,"Cyclosporine Level","LEAN Cyclosporine Level",NA,11983,NA,NA
229596,"Mycophenolic Acid","MCODES_Mycophenolic Acid",NA,2631,NA,NA
229602,"Cholangiogram (T-Tube) HUP","Cholangiogram (T-Tube) HUP",NA,899,NA,NA
229611,".IRCVCR","UNKNOWN item template",NA,3,NA,NA
229624,"Chest Frontal+Lab W/Apical Lor HUP","Chest Frontal+Lab W/Apical Lor HUP",NA,4,NA,NA
229630,"Venogram Extremities Unilateral PMC","Venogram Extremities Unilateral PMC",NA,47,NA,NA
229651,"Os Tumor Metabolic Imag/PET HUP","Os Tumor Metabolic Imag/PET HUP",NA,20,NA,NA
229664,"Lumbar Myelogram PMC","Lumbar Myelogram PMC",NA,6,NA,NA
229676,"CT Soft Tissue Neck without Contrast HUP","CT Soft Tissue Neck without Contrast HUP",NA,227,NA,NA
229699,"IRPCTS1","UNKNOWN item template",NA,2,NA,NA
229701,"Art Pelvic sel S/I (Neuro) HUP","Art Pelvic sel S/I (Neuro) HUP",NA,119,NA,NA
229705,"Urine Eosinophil Review by Pathologist","LEAN Urine EosinophilReviewbyPathologist",NA,800,NA,NA
229706,"S&I Angio Extremity PMC","S&I Angio Extremity PMC",NA,38,NA,NA
229734,".IRFGCV","UNKNOWN item template",NA,358,NA,NA
229769,"3-D Body (IMG) on Workstation HUP","3-D Body (IMG) on Workstation HUP",NA,165,NA,NA
229782,"Biopsy Specimen","Biopsy Specimen PAH",NA,18,NA,NA
229790,"CT Upper Extremity without Contrast","CT Upper Extremity without Contrast PAH",NA,47,NA,NA
229791,"Ear Culture","Ear Culture PAH",NA,2,NA,NA
229798,"Hip Survey 1 View Unilateral","Hip Survey 1 View Unilateral PAH",NA,90,NA,NA
229812,".Quad Screen","MCODES_Quad Screen PAH",NA,4,NA,NA
229833,"CT Urogram HUP","CT Urogram HUP",NA,121,NA,NA
229834,"8008010","UNKNOWN item template",NA,13,NA,NA
229864,".NMO-IgG, CSF",".LEAN NMO-IgG, CSF",NA,3,NA,NA
229889,"ss224","UNKNOWN item template",NA,2,NA,NA
229915,"BILAT ANKLE MIN 3V PMC","BILAT ANKLE MIN 3V PMC",NA,6,NA,NA
229949,"CCSE2N","UNKNOWN item template",NA,6,NA,NA
229958,"Vas Act Int Po","LEAN Vas Act Int Po",NA,22,NA,NA
229962,".US Pelvis Complete","US Pelvis Complete",NA,123,NA,NA
229965,".Shoulder Complete","Shoulder Complete",NA,304,NA,NA
229990,"Dehydroepiandrosterone Sulfate","LEAN Dehydroepiandrosterone Sulfate",NA,58,NA,NA
229993,"Coag Workup","LEAN Coag Workup",NA,3342,NA,NA
230007,".Bone Survey Complete","Bone Survey Complete",NA,28,NA,NA
230040,".Nephrostogr Ang","Nephrostogr Ang",NA,17,NA,NA
230045,".IRABS","UNKNOWN item template",NA,8,NA,NA
230048,"Outside Films Chest 2 Views HUP","Outside Films Chest 2 Views HUP",NA,23,NA,NA
230053,"Outside Films CT Neck Unenh. HUP","Outside Films CT Neck Unenh. HUP",NA,2,NA,NA
230066,"Transcatheter Biopsy S/I HUP","Transcatheter Biopsy S/I HUP",NA,452,NA,NA
230089,"MRI Brain wo Contrast PMC","MRI Brain wo Contrast PMC",NA,291,NA,NA
230115,"Biliary Stent HUP","Biliary Stent HUP",NA,14,NA,NA
230118,"Abscess Contrast Assessment HUP","Abscess Contrast Assessment HUP",NA,6,NA,NA
230163,"Diagnosis (SP)","Diagnosis (SP) PAH",NA,15503,NA,NA
230166,"Fibrinogen","Fibrinogen PAH",NA,4460,NA,NA
230175,"Lipase, Serum","Lipase, Serum PAH",NA,6703,NA,NA
230186,"Salicylate Blood","Salicylate Blood PAH",NA,301,NA,NA
230190,"Thyroxine, Free","Thyroxine, Free PAH",NA,1372,NA,NA
230227,".US Extremity Veins UpperLower Complete","US Extremity Veins Upper/Lower Complete",NA,319,NA,NA
230232,".Thoracic Spine AP and Lateral","Thoracic Spine AP and Lateral",NA,209,NA,NA
230240,".Pelvimetry","Pelvimetry",NA,14,NA,NA
230245,"Mycoplasma","LEAN Mycoplasma",NA,68,NA,NA
230249,".zIntravascular Ultrasound","Intravascular Ultrasound",NA,5,NA,NA
230251,".Lung Scan Perfusion","Lung Scan Perfusion",NA,503,NA,NA
230297,".Change Biliary Drain Cath","Change Biliary Drain Cath",NA,18,NA,NA
230317,"US Pelvis Complete HUP","US Pelvis Complete HUP",NA,602,NA,NA
230319,"White Blood Cell Loc Limited HUP","White Blood Cell Loc Limited HUP",NA,61,NA,NA
230338,"Outfilm MRI L-Ext Inj HUP","Outfilm MRI L-Ext Inj HUP",NA,2,NA,NA
230348,"MRI Cervical Spine w/wo Contrast PMC","MRI Cervical Spine w/wo Contrast PMC",NA,74,NA,NA
230350,"MRI Lumbar Spine w&wo Gad HUP","MRI Lumbar Spine w&wo Gad HUP",NA,975,NA,NA
230354,"Lymphangiogram Extremity Unilateral HUP","Lymphangiogram Extremity Unilateral HUP",NA,13,NA,NA
230363,"CT Cervical Spine with Contrast PMC","CT Cervical Spine with Contrast PMC",NA,4,NA,NA
230365,"CT Lumbar Spine with Contrast PMC","CT Lumbar Spine with Contrast PMC",NA,10,NA,NA
230412,"CT Lumbar Spine without Contrast","CT Lumbar Spine without Contrast PAH",NA,224,NA,NA
230413,"CTA Abdomen with Image Post Process","CTA Abdomen with Image Post Process PAH",NA,235,NA,NA
230429,"Note to Record","Note to Record PAH",NA,35,NA,NA
230440,".Urine Creatinine Random","Urine Creatinine Random PAH",NA,158,"CHEBI:16737",NA
230442,"US Pregnant Pelvis Limited","US Pregnant Pelvis Limited PAH",NA,23,NA,NA
230459,".Urethrogram Retrograde","Urethrogram Retrograde",NA,3,NA,NA
230469,"PAP(Cerv/Endocerv/Vag/Vulva)","LEAN PAP(Cerv/Endocerv/Vag/Vulva)",NA,276,NA,NA
230481,"Human Anti-Mouse Antibodies","MCODES_Human Anti-Mouse Antibodies",NA,3,NA,NA
230497,".Elbow 2 Views","Elbow 2 Views",NA,181,NA,NA
230506,"Anti-Glomerular Basement Membrane","MCODES_Anti-Glomerular Basement Membrane",NA,259,NA,NA
230539,".Splenoportograp","Splenoportograp",NA,3,NA,NA
230541,".US Guided Tissue Ablation HUP","US Guided Tissue Ablation HUP",NA,57,NA,NA
230544,"Portal w/o Hemodynmic Eval HUP","Portal w/o Hemodynmic Eval HUP",NA,3,NA,NA
230546,"Specimen","LEAN Specimen",NA,70,NA,NA
230557,"Ureteroplasty Stricture Dilation HUP","Ureteroplasty Stricture Dilation HUP",NA,7,NA,NA
230578,"Myelo Entire SI HUP","Myelo Entire SI HUP",NA,4,NA,NA
230581,"MR Angio Lower Extremity w/o Inj HUP","MR Angio Lower Extremity w/o Inj HUP",NA,69,NA,NA
230596,"Dual Energy Xray Absorption Central HUP","Dual Energy Xray Absorption Central HUP",NA,16,NA,NA
230606,"Breast Needle Loc Mammographic HUP","Breast Needle Loc Mammographic HUP",NA,16,NA,NA
230610,"Angio Inpatient Subsequent High HUP","Angio Inpatient Subsequent High HUP",NA,19,NA,NA
230629,"Class I Luminex Single Ag","LEAN Class I Luminex Single Ag",NA,125,NA,NA
230647,"CT Pelvis without Contrast","CT Pelvis without Contrast PAH",NA,1573,NA,NA
230648,"Diagnosis..","Diagnosis.. PAH",NA,6,NA,NA
230650,"Ethanol, Blood","Ethanol PAH",NA,535,NA,NA
230651,"Ferritin, Serum","Ferritin, Serum PAH",NA,3219,NA,NA
230658,"Kidney Stone Analysis","Kidney Stone Analysis PAH",NA,96,NA,NA
230666,"Osmolality, Urine","Osmolality, Urine PAH",NA,876,NA,NA
230699,".Thyroid Uptake Multi Determ","Thyroid Uptake Multi Determ",NA,2,NA,NA
230704,"Reptilase Time","LEAN Reptilase Time",NA,414,NA,NA
230707,".Orbits Complete 4+ Views","Orbits Complete 4+ Views",NA,4,NA,NA
230713,"HIV Antibody Screen","MCODES_HIV Ab Scr HUP O PAH Result",NA,13432,NA,NA
230714,"Immunohistochem Analysis (SPIA)","LEAN Immunohistochem Analysis (SPIA)",NA,645,NA,NA
230719,"Legionella Urine Antigen","LEAN Legionella Urine Antigen",NA,2315,NA,NA
230730,"Factor XI","MCODES_Factor XI Assay",NA,326,NA,NA
230731,".Follow Up Angiogram 1","Follow Up Angiogram 1",NA,6,NA,NA
230732,"G6PD Screen","LEAN G6PD Screen",NA,393,NA,NA
230741,".Breast Biopsy Ultrasound","Breast Biopsy Ultrasound",NA,17,NA,NA
230774,"Ultra Pregnancy 2nd Trimester HUP","Ultra Pregnancy 2nd Trimester HUP",NA,66,NA,NA
230783,"US Pregnancy Complete PMC","US Pregnancy Complete PMC",NA,4,NA,NA
230786,".Testicular Imaging HUP","Testicular Imaging HUP",NA,2,NA,NA
230803,"Neck Soft Tissue PMC","Neck Soft Tissue PMC",NA,54,NA,NA
230816,"Knee 3 Views HUP","Knee 3 Views HUP",NA,1204,NA,NA
230823,"CT Cervical Spine without Contrast HUP","CT Cervical Spine without Contrast HUP",NA,5495,NA,NA
230832,"Bone Scan Image SPECT HUP","Bone Scan Image SPECT HUP",NA,3,NA,NA
230860,"AFB Culture (MAI Blood)","AFB Culture (MAI Blood) PAH",NA,75,NA,NA
230875,"Fluoro Guide CVA Place, Replace, Remove","Fluoro Guide CVA Plac,Replac,Remov PAH",NA,1884,NA,NA
230880,"Histoplasmosis Mycelia.","Histoplasma IgM Antibody PAH",NA,17,NA,NA
230883,"Lead, Blood","Lead, Blood PAH",NA,106,NA,NA
230889,"Myoglobin Urine","Myoglobin Urine PAH",NA,39,NA,NA
230890,"Nuclear Med Reception","Nuclear Med Reception PAH",NA,59,NA,NA
233760,"Tacrolimus Level","LEAN Tacrolimus Level",NA,48758,NA,NA
233770,"Ethylene Glycol","LEAN Ethylene Glycol",NA,206,NA,NA
233787,"Spine Lumbar 1 View HUP","Spine Lumbar 1 View HUP",NA,1023,NA,NA
233834,"Art Thorac Aorta HUP","Art Thorac Aorta HUP",NA,33,NA,NA
233857,"11-Deoxycortisol Pre-Post","11-Deoxycortisol Pre-Post",NA,26,NA,NA
233865,"Calcium, Serum","Calcium, Serum PAH",NA,119622,"CHEBI:22985",NA
233870,"CT Sinus with Contrast","CT Sinus with Contrast PAH",NA,2,NA,NA
233871,"Dehydroepiandrosterone  Sulfate","Dehydroepiandrosterone  Sulfate PAH",NA,3,NA,NA
233877,".H Pylori IgG",".H Pylori IgG PAH",NA,139,NA,NA
233887,"MRI Lower Ext Non Joint w/wo Contr","MRI Lower Ext Non Joint w/wo Contr PAH",NA,113,NA,NA
233911,"Vitamin K1","MCODES_Vitamin K1",NA,6,NA,NA
233956,"Benzodiazepines-","MCODES_Benzodiazepines- LIO",NA,19,NA,NA
233961,".Chest 1 View with Apical Lordotic","Chest 1 View with Apical Lordotic",NA,2,NA,NA
234000,"US Retroperitoneum Complete PMC","US Retroperitoneum Complete PMC",NA,1340,NA,NA
234003,"Aggregation Interpretation","MCODES_Aggregation Interpretation LIO",NA,28,NA,NA
234030,".UPRL","UNKNOWN item template",NA,2,NA,NA
234032,"D-Dimer - HUP","LEAN D-Dimer - HUP",NA,36655,NA,NA
234038,".Perc Ante Pyel","Perc Ante Pyel",NA,10,NA,NA
